,date,seller,daily_sales
647,2023-04-03,Елена Новикова,98.37
648,2023-04-03,Михаил Смирнов,93.07
649,2023-04-03,Сергей Антонов,120.89
650,2023-04-03,Максим Иванов,155.47
651,2023-04-04,Иван Петров,133.8
652,2023-04-04,Мария Сидорова,91.93
653,2023-04-04,Алексей Козлов,66.8
654,2023-04-04,Елена Новикова,177.2
655,2023-04-04,Михаил Смирнов,101.78
656,2023-04-04,Сергей Антонов,100.42
657,2023-04-04,Максим Иванов,99.28
658,2023-04-05,Иван Петров,105.94
659,2023-04-05,Мария Сидорова,95.67
660,2023-04-05,Алексей Козлов,82.79
661,2023-04-05,Елена Новикова,83.59
662,2023-04-05,Михаил Смирнов,99.02
663,2023-04-05,Сергей Антонов,83.7
664,2023-04-05,Максим Иванов,78.61
665,2023-04-06,Иван Петров,103.19
666,2023-04-06,Мария Сидорова,92.35
667,2023-04-06,Алексей Козлов,145.12
668,2023-04-06,Елена Новикова,20.47
669,2023-04-06,Михаил Смирнов,132.75
670,2023-04-06,Сергей Антонов,137.38
671,2023-04-06,Максим Иванов,37.8
672,2023-04-07,Иван Петров,89.72
673,2023-04-07,Мария Сидорова,88.86
674,2023-04-07,Алексей Козлов,57.77
675,2023-04-07,Елена Новикова,76.67
676,2023-04-07,Михаил Смирнов,66.68
677,2023-04-07,Сергей Антонов,152.57
678,2023-04-07,Максим Иванов,128.07
679,2023-04-08,Иван Петров,188.15
680,2023-04-08,Мария Сидорова,171.65
681,2023-04-08,Алексей Козлов,116.13
682,2023-04-08,Елена Новикова,134.26
683,2023-04-08,Михаил Смирнов,164.68
684,2023-04-08,Сергей Антонов,113.34
685,2023-04-08,Максим Иванов,171.39
686,2023-04-09,Иван Петров,142.79
687,2023-04-09,Мария Сидорова,138.76
688,2023-04-09,Алексей Козлов,171.33
689,2023-04-09,Елена Новикова,163.33
690,2023-04-09,Михаил Смирнов,139.17
691,2023-04-09,Сергей Антонов,184.78
692,2023-04-09,Максим Иванов,117.57
693,2023-04-10,Иван Петров,118.48
694,2023-04-10,Мария Сидорова,117.79
695,2023-04-10,Алексей Козлов,90.71
696,2023-04-10,Елена Новикова,109.78
697,2023-04-10,Михаил Смирнов,62.47
698,2023-04-10,Сергей Антонов,127.72
699,2023-04-10,Максим Иванов,94.45
700,2023-04-11,Иван Петров,84.32
701,2023-04-11,Мария Сидорова,131.47
702,2023-04-11,Алексей Козлов,78.87
703,2023-04-11,Елена Новикова,57.75
704,2023-04-11,Михаил Смирнов,53.3
705,2023-04-11,Сергей Антонов,118.18
706,2023-04-11,Максим Иванов,61.59
707,2023-04-12,Иван Петров,152.64
708,2023-04-12,Мария Сидорова,37.54
709,2023-04-12,Алексей Козлов,150.89
710,2023-04-12,Елена Новикова,106.33
711,2023-04-12,Михаил Смирнов,97.1
712,2023-04-12,Сергей Антонов,83.65
713,2023-04-12,Максим Иванов,111.97
714,2023-04-13,Иван Петров,98.87
715,2023-04-13,Мария Сидорова,133.1
716,2023-04-13,Алексей Козлов,103.43
717,2023-04-13,Елена Новикова,104.51
718,2023-04-13,Михаил Смирнов,89.09
719,2023-04-13,Сергей Антонов,98.29
720,2023-04-13,Максим Иванов,109.23
721,2023-04-14,Иван Петров,48.69
722,2023-04-14,Мария Сидорова,59.55
723,2023-04-14,Алексей Козлов,122.3
724,2023-04-14,Елена Новикова,105.13
725,2023-04-14,Михаил Смирнов,94.48
726,2023-04-14,Сергей Антонов,100.55
727,2023-04-14,Максим Иванов,110.43
728,2023-04-15,Иван Петров,133.81
729,2023-04-15,Мария Сидорова,126.65
730,2023-04-15,Алексей Козлов,155.88
731,2023-04-15,Елена Новикова,120.65
732,2023-04-15,Михаил Смирнов,162.25
733,2023-04-15,Сергей Антонов,98.92
734,2023-04-15,Максим Иванов,180.87
735,2023-04-16,Иван Петров,164.18
736,2023-04-16,Мария Сидорова,157.68
737,2023-04-16,Алексей Козлов,179.48
738,2023-04-16,Елена Новикова,199.96
739,2023-04-16,Михаил Смирнов,180.43
740,2023-04-16,Сергей Антонов,94.77
741,2023-04-16,Максим Иванов,111.61
742,2023-04-17,Иван Петров,81.26
743,2023-04-17,Мария Сидорова,100.78
744,2023-04-17,Алексей Козлов,115.53
745,2023-04-17,Елена Новикова,78.23
746,2023-04-17,Михаил Смирнов,105.6
747,2023-04-17,Сергей Антонов,77.34
748,2023-04-17,Максим Иванов,81.65
749,2023-04-18,Иван Петров,57.8
750,2023-04-18,Мария Сидорова,72.3
751,2023-04-18,Алексей Козлов,59.45
752,2023-04-18,Елена Новикова,70.72
753,2023-04-18,Михаил Смирнов,131.61
754,2023-04-18,Сергей Антонов,71.52
755,2023-04-18,Максим Иванов,178.97
756,2023-04-19,Иван Петров,114.8
757,2023-04-19,Мария Сидорова,105.55
758,2023-04-19,Алексей Козлов,74.25
759,2023-04-19,Елена Новикова,121.01
760,2023-04-19,Михаил Смирнов,82.73
761,2023-04-19,Сергей Антонов,103.66
762,2023-04-19,Максим Иванов,176.8
763,2023-04-20,Иван Петров,97.12
764,2023-04-20,Мария Сидорова,134.48
765,2023-04-20,Алексей Козлов,78.9
766,2023-04-20,Елена Новикова,98.95
767,2023-04-20,Михаил Смирнов,153.12
768,2023-04-20,Сергей Антонов,81.19
769,2023-04-20,Максим Иванов,154.37
770,2023-04-21,Иван Петров,121.23
771,2023-04-21,Мария Сидорова,83.13
772,2023-04-21,Алексей Козлов,118.97
773,2023-04-21,Елена Новикова,129.18
774,2023-04-21,Михаил Смирнов,118.65
775,2023-04-21,Сергей Антонов,52.89
776,2023-04-21,Максим Иванов,78.19
777,2023-04-22,Иван Петров,142.57
778,2023-04-22,Мария Сидорова,147.77
779,2023-04-22,Алексей Козлов,168.62
780,2023-04-22,Елена Новикова,155.33
781,2023-04-22,Михаил Смирнов,109.94
782,2023-04-22,Сергей Антонов,161.41
783,2023-04-22,Максим Иванов,168.32
784,2023-04-23,Иван Петров,166.79
785,2023-04-23,Мария Сидорова,182.42
786,2023-04-23,Алексей Козлов,175.02
787,2023-04-23,Елена Новикова,163.78
788,2023-04-23,Михаил Смирнов,147.9
789,2023-04-23,Сергей Антонов,100.17
790,2023-04-23,Максим Иванов,162.89
791,2023-04-24,Иван Петров,106.23
792,2023-04-24,Мария Сидорова,108.15
793,2023-04-24,Алексей Козлов,61.7
794,2023-04-24,Елена Новикова,67.57
795,2023-04-24,Михаил Смирнов,131.59
796,2023-04-24,Сергей Антонов,98.81
797,2023-04-24,Максим Иванов,120.45
798,2023-04-25,Иван Петров,100.85
799,2023-04-25,Мария Сидорова,100.89
800,2023-04-25,Алексей Козлов,128.15
801,2023-04-25,Елена Новикова,84.52
802,2023-04-25,Михаил Смирнов,102.88
803,2023-04-25,Сергей Антонов,86.13
804,2023-04-25,Максим Иванов,86.97
805,2023-04-26,Иван Петров,90.72
806,2023-04-26,Мария Сидорова,106.66
807,2023-04-26,Алексей Козлов,85.64
808,2023-04-26,Елена Новикова,137.67
809,2023-04-26,Михаил Смирнов,73.16
810,2023-04-26,Сергей Антонов,94.39
811,2023-04-26,Максим Иванов,86.81
812,2023-04-27,Иван Петров,143.41
813,2023-04-27,Мария Сидорова,105.9
814,2023-04-27,Алексей Козлов,130.96
815,2023-04-27,Елена Новикова,55.43
816,2023-04-27,Михаил Смирнов,108.01
817,2023-04-27,Сергей Антонов,126.69
818,2023-04-27,Максим Иванов,102.47
819,2023-04-28,Иван Петров,131.96
820,2023-04-28,Мария Сидорова,84.48
821,2023-04-28,Алексей Козлов,142.28
822,2023-04-28,Елена Новикова,168.97
823,2023-04-28,Михаил Смирнов,89.11
824,2023-04-28,Сергей Антонов,86.63
825,2023-04-28,Максим Иванов,143.6
826,2023-04-29,Иван Петров,197.39
827,2023-04-29,Мария Сидорова,134.31
828,2023-04-29,Алексей Козлов,137.39
829,2023-04-29,Елена Новикова,141.55
830,2023-04-29,Михаил Смирнов,109.67
831,2023-04-29,Сергей Антонов,122.44
832,2023-04-29,Максим Иванов,119.88
833,2023-04-30,Иван Петров,126.97
834,2023-04-30,Мария Сидорова,148.96
835,2023-04-30,Алексей Козлов,157.03
836,2023-04-30,Елена Новикова,196.52
837,2023-04-30,Михаил Смирнов,120.05
838,2023-04-30,Сергей Антонов,179.53
839,2023-04-30,Максим Иванов,143.58
840,2023-05-01,Иван Петров,98.52
841,2023-05-01,Мария Сидорова,120.24
842,2023-05-01,Алексей Козлов,66.32
843,2023-05-01,Елена Новикова,111.47
844,2023-05-01,Михаил Смирнов,104.99
845,2023-05-01,Сергей Антонов,114.77
846,2023-05-01,Максим Иванов,108.68
847,2023-05-02,Иван Петров,173.66
848,2023-05-02,Мария Сидорова,80.87
849,2023-05-02,Алексей Козлов,84.07
850,2023-05-02,Елена Новикова,81.31
851,2023-05-02,Михаил Смирнов,83.34
852,2023-05-02,Сергей Антонов,80.88
853,2023-05-02,Максим Иванов,135.67
854,2023-05-03,Иван Петров,142.62
855,2023-05-03,Мария Сидорова,82.88
856,2023-05-03,Алексей Козлов,75.03
857,2023-05-03,Елена Новикова,114.14
858,2023-05-03,Михаил Смирнов,83.43
859,2023-05-03,Сергей Антонов,118.99
860,2023-05-03,Максим Иванов,106.09
861,2023-05-04,Иван Петров,54.53
862,2023-05-04,Мария Сидорова,146.43
863,2023-05-04,Алексей Козлов,153.88
864,2023-05-04,Елена Новикова,81.62
865,2023-05-04,Михаил Смирнов,88.37
866,2023-05-04,Сергей Антонов,108.58
867,2023-05-04,Максим Иванов,110.03
868,2023-05-05,Иван Петров,119.76
869,2023-05-05,Мария Сидорова,160.31
870,2023-05-05,Алексей Козлов,94.69
871,2023-05-05,Елена Новикова,76.05
872,2023-05-05,Михаил Смирнов,58.62
873,2023-05-05,Сергей Антонов,78.07
874,2023-05-05,Максим Иванов,99.01
875,2023-05-06,Иван Петров,203.84
876,2023-05-06,Мария Сидорова,134.47
877,2023-05-06,Алексей Козлов,156.71
878,2023-05-06,Елена Новикова,149.51
879,2023-05-06,Михаил Смирнов,185.65
880,2023-05-06,Сергей Антонов,225.81
881,2023-05-06,Максим Иванов,134.07
882,2023-05-07,Иван Петров,135.32
883,2023-05-07,Мария Сидорова,181.32
884,2023-05-07,Алексей Козлов,170.46
885,2023-05-07,Елена Новикова,205.4
886,2023-05-07,Михаил Смирнов,167.52
887,2023-05-07,Сергей Антонов,139.22
888,2023-05-07,Максим Иванов,167.72
889,2023-05-08,Иван Петров,133.26
890,2023-05-08,Мария Сидорова,124.61
891,2023-05-08,Алексей Козлов,115.22
892,2023-05-08,Елена Новикова,132.0
893,2023-05-08,Михаил Смирнов,135.08
894,2023-05-08,Сергей Антонов,141.46
895,2023-05-08,Максим Иванов,119.46
896,2023-05-09,Иван Петров,94.99
897,2023-05-09,Мария Сидорова,104.4
898,2023-05-09,Алексей Козлов,136.2
899,2023-05-09,Елена Новикова,75.49
900,2023-05-09,Михаил Смирнов,111.06
901,2023-05-09,Сергей Антонов,88.2
902,2023-05-09,Максим Иванов,100.86
903,2023-05-10,Иван Петров,138.35
904,2023-05-10,Мария Сидорова,105.73
905,2023-05-10,Алексей Козлов,101.39
906,2023-05-10,Елена Новикова,59.2
907,2023-05-10,Михаил Смирнов,122.39
908,2023-05-10,Сергей Антонов,119.36
909,2023-05-10,Максим Иванов,164.9
910,2023-05-11,Иван Петров,90.77
911,2023-05-11,Мария Сидорова,106.57
912,2023-05-11,Алексей Козлов,107.48
913,2023-05-11,Елена Новикова,147.32
914,2023-05-11,Михаил Смирнов,97.14
915,2023-05-11,Сергей Антонов,108.37
916,2023-05-11,Максим Иванов,118.24
917,2023-05-12,Иван Петров,105.6
918,2023-05-12,Мария Сидорова,86.61
919,2023-05-12,Алексей Козлов,105.82
920,2023-05-12,Елена Новикова,132.21
921,2023-05-12,Михаил Смирнов,69.2
922,2023-05-12,Сергей Антонов,103.99
923,2023-05-12,Максим Иванов,79.0
924,2023-05-13,Иван Петров,185.85
925,2023-05-13,Мария Сидорова,104.3
926,2023-05-13,Алексей Козлов,133.23
927,2023-05-13,Елена Новикова,161.32
928,2023-05-13,Михаил Смирнов,196.97
929,2023-05-13,Сергей Антонов,148.03
930,2023-05-13,Максим Иванов,133.34
931,2023-05-14,Иван Петров,206.43
